Name_of_Campaign,Date_Campaign,Group,Division,Brand,Line,Type_of_Product,Product_Form,Formula_Number,Commercial_Shade_Name,Technical_Number,Commercial_Number,Level,Booster_Formula_Number,Alkaline_Agent,Quantity_49,Quantity_671,Developer_Strength,Developer_Formula_Number,Mixture,Processing_Time_min,Fiber_Code,Type_of_Fibre,Fiber,Percent_White,Fiber_Origin,L_Transposed,a_Transposed,b_Transposed,C_Transposed,H_Transposed,Reflect,Primary_Reflect,Secondary_Reflect
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Pure,Coloration Oxidation,Creme,,Blue Silver,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,36.35,0.33,-10.87,10.88,-88.26,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Pure,Coloration Oxidation,Creme,,Pink Pearl,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,31.8,8.32,-3.05,8.86,-20.13,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Pink Brown,,,,,49,,0,15V,,1+1.5,30,BP,Meche,BP,90,Caucasien,27.47,7.51,1.31,7.62,9.89,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Pink Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,30.24,6.8,1.58,6.98,13.08,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Pink Brown,,,,,49,,0,15V,,1+1.5,30,BP,Meche,BP,90,Caucasien,27.16,7.68,1.45,7.82,10.69,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Pink Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,25.77,6.35,2.02,6.66,17.65,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Pink Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,28.53,6.39,1.64,6.6,14.39,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Pink Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,26.99,6.11,1.97,6.42,17.87,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Pink Brown,,,,,49,,0,15V,,1+1.5,30,BP,Meche,BP,90,Caucasien,24.77,6.69,0.87,6.75,7.41,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,33.08,4.98,8.11,9.52,58.45,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BP,Meche,BP,90,Caucasien,32.73,4.73,10.26,11.3,65.25,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,33.28,4.5,7.89,9.08,60.3,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BP,Meche,BP,90,Caucasien,32.65,4.32,9.01,9.99,64.38,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,28.38,4.41,6.36,7.74,55.26,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BP,Meche,BP,90,Caucasien,30.51,4.7,8.96,10.12,62.32,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,28.89,4.7,7.5,8.85,57.93,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BP,Meche,BP,90,Caucasien,28.22,4.49,8.16,9.31,61.18,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,29.43,3.94,6.61,7.7,59.2,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Yellow Brown,,,,,49,,0,15V,,1+1.5,30,BP,Meche,BP,90,Caucasien,28.86,4.69,8.27,9.51,60.44,,,
CCNewKolestonPerfect,8/9/2005,P_G,Wella,Koleston Perfect,Deep,Coloration Oxidation,Creme,,Natural Brown,,,,,49,,0,15V,,1+1.5,30,BN,Meche,BN,90,Caucasien,20.67,1.2,1.23,1.72,45.71,,,
